custid,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,Sample,lost
FWCQ9Y,06/05/2009,22/02/2011,05/11/2013,44,45.45454545,11.36363636,54.35,0.051671733,N,N,N,Tuesday,CHO,Holdout,NA
GZVBPC,22/07/2010,02/09/2013,30/12/2013,41,29.26829268,4.87804878,50.46,0.016806723,Y,N,N,Tuesday,RIC,Holdout,NA
42D2Z3,11/01/2010,11/01/2010,11/01/2010,45,6.666666667,2.222222222,25.93,0,N,N,N,Tuesday,CHO,Estimation,N
4A6UZV,17/01/2011,01/02/2011,02/03/2011,16,0,0,57.74,0.068965517,N,N,N,Wednesday,RIC,Validation,N
RLV55D,08/04/2011,11/04/2011,11/04/2011,44,6.818181818,0,200.24,0,N,N,N,Wednesday,RIC,Estimation,N
TRAJBC,10/05/2011,23/05/2011,23/05/2011,14,14.28571429,0,49.97,0,N,N,N,Monday,CHO,Validation,Y
6ERUQ9,05/01/2009,16/04/2009,12/06/2011,37,70.27027027,0,40.66,0.005082592,N,N,N,Thursday,CHO,Validation,N
QQNM35,11/12/2009,21/12/2009,15/06/2013,0,0,0,168.93,0.011792453,Y,N,N,Monday,CHO,Validation,Y
K2D4ZQ,09/07/2010,06/07/2011,06/07/2011,0,0,NA,50.73,0,N,N,N,Wednesday,CHO,Holdout,NA
ZUN4CF,16/10/2010,16/10/2010,17/12/2013,52,17.30769231,NA,90.59,0.015544041,Y,N,N,Monday,RIC,Estimation,N
HA7L95,01/09/2010,23/11/2010,26/11/2013,51,1.960784314,0,63.53,0.020018198,N,N,N,Wednesday,CHO,Estimation,N
2DHFAA,24/10/2010,13/01/2011,03/10/2013,46,0,0,149.33,0.02917505,Y,N,N,Thursday,CHO,Estimation,N
39CMML,02/11/2010,26/12/2010,19/01/2011,42,14.28571429,2.380952381,99.97,0.208333333,N,N,N,Tuesday,CHO,Validation,N
6BMRPY,18/01/2011,05/04/2011,05/11/2013,47,10.63829787,0,115.96,0.037037037,Y,N,N,Monday,CHO,Validation,N
H4WLGH,07/04/2011,12/04/2011,12/04/2011,0,0,0,27.98,0,N,N,N,Friday,RIC,Estimation,Y
NHKUWG,19/09/2010,26/09/2010,26/09/2010,0,0,0,113.96,0,N,N,N,Tuesday,CHO,Holdout,NA
FY7APA,16/03/2011,14/04/2011,19/09/2013,49,10.20408163,NA,267.6,0.032620922,N,N,N,Thursday,RIC,Holdout,NA
4SHS8Y,17/02/2011,17/02/2011,17/02/2011,45,2.222222222,2.222222222,24.22,0,N,N,N,Thursday,CHO,Holdout,NA
RXMSBK,07/03/2011,07/03/2011,15/01/2014,43,55.81395349,11.62790698,151.39,0.031578947,Y,N,N,Friday,RIC,Holdout,NA
GHMBPA,01/12/2010,19/12/2010,16/01/2014,49,24.48979592,20.40816327,222.53,0.048042705,N,N,Y,Friday,CHO,Estimation,N
D28LME,03/09/2010,16/02/2011,29/08/2012,45,13.33333333,4.444444444,56.34,0.125,Y,N,N,Thursday,CHO,Estimation,N
M8Q4EG,13/09/2010,14/06/2011,13/01/2014,40,95,60,54.08,0.032838983,N,N,N,Tuesday,CHO,Estimation,N
65G389,27/03/2011,30/03/2011,30/03/2011,0,0,0,124.49,0,N,N,N,Thursday,CHO,Estimation,Y
KVJEXA,18/06/2009,08/07/2010,08/07/2010,0,0,0,40.04,0,N,N,N,Thursday,CHO,Holdout,NA
8A342G,03/06/2010,26/09/2010,31/05/2012,0,0,0,70.71,0.137030995,Y,N,N,Monday,CHO,Estimation,Y
7BB7ZR,02/05/2011,09/05/2011,13/10/2013,42,33.33333333,7.142857143,94.99,0.009009009,N,N,N,Wednesday,CHO,Validation,N
65EAS4,18/08/2010,18/08/2010,18/08/2010,0,0,0,28.05,0,N,N,N,Thursday,CHO,Estimation,Y
3TNEAE,09/02/2010,09/02/2010,12/12/2011,0,0,NA,163.06,0.01490313,Y,N,N,Tuesday,CHO,Estimation,Y
2H4RC9,27/01/2011,07/03/2011,17/01/2013,37,51.35135135,0,59.09,0.090909091,N,N,N,Monday,RIC,Estimation,N
A7364F,07/12/2010,10/12/2010,10/12/2010,45,0,0,52.49,0,N,N,N,Tuesday,CHO,Estimation,N
PBK32R,11/03/2011,06/05/2011,31/08/2011,0,0,NA,77.01,0.111111111,Y,N,N,Friday,RIC,Holdout,NA
7CBQ2W,24/03/2010,30/09/2013,06/01/2014,39,20.51282051,10.25641026,38.04,0.091836735,Y,N,N,Wednesday,CHO,Validation,N
UNMYM8,18/01/2010,21/03/2011,03/11/2013,36,94.44444444,36.11111111,62.29,0.050104384,Y,N,N,Monday,CHO,Estimation,N
82Q7J6,17/02/2010,21/07/2011,21/07/2011,44,4.545454545,2.272727273,55.17,0,N,N,N,Thursday,CHO,Estimation,N
GKWDJY,18/08/2010,08/02/2011,03/09/2012,46,17.39130435,0,77.39,0.013961606,N,N,N,Wednesday,CHO,Estimation,N
GMNSTA,01/03/2010,18/08/2010,22/12/2010,46,6.52173913,0,129.75,0.087301587,N,N,N,Friday,CHO,Estimation,N
Y9VA4R,27/10/2010,27/10/2010,27/10/2010,0,0,NA,55.83,0,N,N,N,Thursday,CHO,Estimation,Y
9P3HVN,03/07/2009,30/04/2010,24/09/2010,0,0,0,30.48,0.040816327,N,N,N,Friday,CHO,Estimation,Y
5PS3UW,23/06/2010,23/06/2010,23/06/2010,0,0,0,11.85,0,N,N,N,Wednesday,CHO,Estimation,Y
TZNPMU,07/05/2010,11/05/2010,11/05/2010,0,0,0,74.48,0,N,N,N,Thursday,CHO,Holdout,NA
BYHM8G,10/05/2011,17/06/2011,17/06/2011,0,0,0,25,0,N,N,N,Friday,CHO,Estimation,Y
EC5ERN,01/04/2009,11/03/2010,11/03/2010,47,2.127659574,0,38.44,0,N,N,N,Friday,CHO,Estimation,N
K3R5LT,18/01/2011,19/04/2011,14/02/2013,37,56.75675676,0,127.05,0.073463268,N,N,N,Tuesday,CHO,Holdout,NA
WKEJJN,28/02/2011,07/03/2011,07/03/2011,45,6.666666667,0,33.74,0,N,N,N,Wednesday,CHO,Holdout,NA
7MMQEQ,02/12/2010,04/02/2011,04/02/2011,0,0,0,150.72,0,N,N,N,Friday,RIC,Estimation,Y
WVAKEN,27/02/2010,16/03/2011,13/01/2014,65,9.230769231,4.615384615,113.24,0.094777563,N,Y,Y,Tuesday,CHO,Holdout,NA
K5GVT2,12/05/2010,31/03/2011,11/04/2012,0,0,0,148.08,0.055702918,N,N,N,Monday,CHO,Estimation,Y
ZMZ7DK,05/05/2010,05/05/2010,05/05/2010,0,0,0,11.75,0,N,N,N,Thursday,CHO,Holdout,NA
Z265R8,27/03/2011,17/08/2011,15/01/2014,48,100,NA,79.84,0.068027211,Y,Y,N,Monday,RIC,Estimation,N
T2GYG8,06/03/2011,31/07/2011,14/08/2011,45,0,0,97.5,0.142857143,N,N,N,Monday,RIC,Holdout,NA
M8U3QB,03/11/2010,03/11/2010,09/12/2013,0,0,0,58.7,0.011484099,Y,N,N,Tuesday,RIC,Estimation,Y
LXRHC4,04/06/2009,04/06/2009,04/06/2009,0,0,0,27.3,0,N,N,N,Thursday,CHO,Estimation,Y
LNBRUD,17/12/2009,28/12/2009,28/12/2009,16,0,0,27.59,0,N,N,N,Tuesday,CHO,Validation,N
XLFBDZ,12/09/2010,06/11/2012,13/01/2014,45,15.55555556,2.222222222,102.96,0.069284065,Y,N,N,Wednesday,CHO,Estimation,N
CQ3US7,07/05/2010,20/05/2010,20/05/2010,16,0,NA,51.19,0,N,N,N,Thursday,CHO,Holdout,NA
JKBYXZ,28/07/2009,25/02/2010,11/11/2011,0,0,0,71.47,0.041666667,N,N,N,Friday,CHO,Estimation,Y
EGDX6M,28/02/2011,01/03/2011,01/03/2011,0,0,0,50.56,0,N,N,N,Wednesday,RIC,Estimation,Y
EN4MUH,17/06/2010,23/09/2010,05/01/2014,40,75,NA,107.77,0.086666667,Y,N,N,Friday,CHO,Estimation,N
Z7ZY9P,03/04/2011,21/04/2011,20/06/2011,45,2.222222222,NA,72.44,0.05,N,N,N,Monday,RIC,Holdout,NA
ERXWY7,28/10/2009,04/11/2009,18/11/2009,0,0,0,40.64,0.142857143,N,N,N,Thursday,CHO,Estimation,Y
FA9CFV,06/11/2010,31/03/2011,30/05/2013,0,0,0,148.35,0.064475348,Y,N,N,Monday,CHO,Estimation,Y
TGP5A2,18/11/2010,22/01/2011,11/11/2012,0,0,0,64.2,0.007587253,N,N,N,Wednesday,CHO,Holdout,NA
FMY3SW,21/04/2010,09/05/2010,05/11/2013,49,4.081632653,2.040816327,81.08,0.011755486,N,N,N,Monday,CHO,Estimation,N
SHU2VD,30/11/2010,08/12/2010,08/12/2010,16,0,0,15.21,0,N,N,N,Thursday,RIC,Holdout,NA
H627V9,16/11/2010,16/11/2010,16/11/2010,0,0,0,4.49,0,N,N,N,Monday,RIC,Estimation,Y
WFUZ8U,03/12/2009,08/03/2011,27/09/2011,0,0,0,43.8,0.014778325,N,N,N,Friday,CHO,Validation,Y
7W8BMP,06/02/2010,06/03/2011,04/11/2012,43,30.23255814,4.651162791,74.38,0.009852217,N,N,N,Monday,CHO,Estimation,N
QM49AX,11/11/2009,11/11/2009,11/11/2009,0,0,0,55.69,0,N,N,N,Friday,CHO,Estimation,Y
JYRLK2,20/10/2010,26/10/2010,16/10/2013,0,0,0,71.65,0.011970534,N,N,N,Thursday,CHO,Holdout,NA
9UK7YJ,07/03/2011,13/03/2011,06/11/2013,48,16.66666667,0,70.13,0.009287926,N,N,N,Monday,CHO,Estimation,N
NRB8K8,30/11/2009,30/11/2009,30/11/2009,0,0,0,29.59,0,N,N,N,Monday,CHO,Validation,Y
US5RN,03/05/2011,08/05/2011,02/02/2013,0,0,0,46.69,0.017295597,N,N,N,Wednesday,RIC,Validation,Y
4RAFVU,18/04/2010,04/03/2011,01/02/2012,18,0,0,67.82,0.02994012,N,N,N,Friday,CHO,Validation,N
GM44U,02/05/2011,19/05/2012,04/01/2014,44,59.09090909,29.54545455,57.22,0.033613445,Y,N,N,Tuesday,CHO,Estimation,N
3KYBN3,10/09/2009,08/04/2010,19/01/2014,53,15.09433962,3.773584906,119.3,0.075253256,N,N,N,Monday,CHO,Holdout,NA
ETK8AW,04/04/2011,12/07/2011,12/07/2011,44,4.545454545,0,55.93,0,N,N,N,Friday,CHO,Validation,N
8QBYR7,04/12/2009,18/12/2012,18/12/2012,45,0,0,72.81,0,N,N,N,Wednesday,CHO,Validation,N
8Z7CKG,13/11/2010,11/12/2010,11/12/2010,0,0,0,48.47,0,N,N,N,Monday,CHO,Holdout,NA
Q25K8R,06/12/2010,28/12/2010,28/12/2010,16,0,0,148.13,0,N,N,N,Tuesday,RIC,Estimation,N
UZNQDU,23/03/2010,23/03/2010,18/04/2010,0,0,0,70.84,0.076923077,N,N,N,Tuesday,CHO,Estimation,Y
FPHN67,11/09/2010,12/11/2010,31/01/2012,46,15.2173913,13.04347826,111.22,0.017977528,Y,N,N,Friday,RIC,Validation,N
FYHVE7,11/10/2010,15/03/2011,04/05/2012,0,0,NA,27.57,0.043269231,Y,N,N,Friday,CHO,Holdout,NA
SCXMXZ,01/02/2011,17/03/2011,10/09/2013,0,0,0,26.32,0.012114537,N,N,N,Thursday,RIC,Estimation,Y
DWPL92,24/06/2009,27/09/2010,23/06/2011,0,0,NA,79.75,0.018587361,N,N,N,Monday,CHO,Estimation,Y
UWY3KK,17/04/2010,17/04/2010,17/04/2010,0,0,0,72.54,0,N,N,N,Monday,CHO,Holdout,NA
UFLLRP,04/01/2010,04/01/2010,24/10/2011,0,0,0,64.82,0.027355623,N,N,N,Friday,CHO,Estimation,Y
MEP6FK,10/05/2010,17/05/2010,29/08/2010,18,0,0,43.61,0.038461538,N,N,N,Tuesday,CHO,Holdout,NA
WVJJ44,14/11/2010,24/03/2011,29/12/2013,52,17.30769231,3.846153846,71.13,0.033630069,N,N,N,Thursday,RIC,Validation,N
C3KMVW,26/02/2011,16/05/2011,12/06/2011,36,16.66666667,NA,56.77,0.074074074,N,N,N,Tuesday,RIC,Estimation,N
8PXJ72,26/03/2011,13/04/2011,25/05/2011,47,0,0,70.79,0.095238095,N,N,N,Wednesday,RIC,Estimation,N
L2ZNN,02/05/2011,17/05/2011,20/06/2011,16,0,0,40.94,0.088235294,N,N,N,Tuesday,CHO,Validation,N
5JR3AY,06/03/2011,13/04/2011,11/08/2011,46,17.39130435,6.52173913,82.32,0.041666667,N,N,N,Friday,RIC,Holdout,NA
TWKFUR,10/09/2010,18/07/2011,23/07/2012,0,0,0,72.2,0.005390836,N,N,N,Wednesday,CHO,Holdout,NA
4PNN56,18/02/2011,29/05/2012,19/06/2013,44,40.90909091,4.545454545,89.79,0.015544041,N,N,N,Thursday,CHO,Holdout,NA
4F3BT2,03/01/2010,28/03/2010,19/04/2010,0,0,0,28.62,0.090909091,N,N,N,Monday,CHO,Estimation,Y
RXKZVE,31/08/2010,04/11/2010,04/11/2010,0,0,0,91.63,0,N,N,N,Thursday,CHO,Estimation,Y
PPDTZE,01/09/2009,01/09/2009,29/01/2010,0,0,0,52.38,0.013333333,N,N,N,Thursday,CHO,Estimation,Y
NX7HYA,07/12/2010,25/02/2011,30/04/2012,45,13.33333333,2.222222222,34.95,0.095348837,Y,N,N,Tuesday,CHO,Estimation,N
9XVFJJ,30/08/2010,15/12/2012,18/12/2013,3,0,0,99.89,0.008152174,N,N,N,Wednesday,CHO,Estimation,Y
FB4PJW,11/09/2009,17/12/2009,17/12/2009,0,0,0,121.61,0,N,N,N,Friday,CHO,Validation,Y
QL9PSC,31/08/2010,03/11/2010,03/11/2010,47,0,0,125.92,0,N,N,N,Thursday,CHO,Holdout,NA
DWGB2Q,14/09/2010,16/09/2010,16/09/2010,0,0,0,14.96,0,N,N,N,Thursday,CHO,Estimation,Y
STQ4SH,08/05/2011,08/05/2011,08/05/2011,42,16.66666667,7.142857143,50.8,0,Y,N,N,Friday,RIC,Holdout,NA
N4VBT7,05/08/2009,16/09/2009,05/07/2010,0,0,0,129.44,0.150684932,N,N,N,Tuesday,CHO,Holdout,NA
W3VPAX,08/11/2010,16/01/2011,17/11/2013,53,16.98113208,NA,67.59,0.055984556,N,N,N,Monday,CHO,Estimation,N
R6QJPU,28/08/2008,20/04/2009,19/01/2014,87,24.13793103,NA,223.44,0.132564841,Y,Y,Y,Monday,CHO,Holdout,NA
7ZCEQN,22/10/2009,28/06/2010,02/04/2012,47,6.382978723,4.255319149,81.71,0.007763975,N,N,N,Monday,CHO,Validation,N
YL47UD,03/02/2010,29/12/2010,09/01/2014,44,77.27272727,6.818181818,185.46,0.077687444,Y,N,Y,Monday,CHO,Validation,N
KCASF,25/04/2011,02/05/2011,20/11/2013,51,9.803921569,0,115.79,0.009646302,N,N,N,Tuesday,RIC,Holdout,NA
ZM5BDS,13/02/2010,05/04/2010,30/08/2010,41,31.70731707,2.43902439,20.82,0.054421769,N,N,N,Monday,CHO,Estimation,N
DJ2QXR,23/09/2010,07/10/2010,04/11/2013,41,63.41463415,9.756097561,33.07,0.006227758,N,N,N,Friday,CHO,Validation,N
2BQXSC,09/02/2010,13/04/2010,27/04/2010,18,0,0,52.06,0.357142857,N,N,N,Wednesday,CHO,Estimation,N
AMT8MV,01/09/2010,14/02/2012,14/02/2012,16,0,0,98.3,0,N,N,N,Wednesday,CHO,Validation,N
CXPLJB,05/08/2010,23/08/2010,19/01/2014,49,65.30612245,NA,59.31,0.047389558,Y,N,N,Tuesday,RIC,Estimation,N
VUR4L4,14/08/2008,14/08/2008,14/08/2008,41,34.14634146,4.87804878,19.68,0,N,N,N,Thursday,CHO,Holdout,NA
QDG9MY,03/05/2010,17/10/2010,02/01/2014,37,72.97297297,8.108108108,106.23,0.05200341,Y,N,N,Monday,CHO,Validation,N
CHJN4U,06/11/2010,11/11/2010,28/04/2013,45,8.888888889,2.222222222,55.26,0.014460512,N,N,N,Friday,CHO,Estimation,N
AZ8E27,28/08/2010,15/04/2013,17/06/2013,0,0,0,73.72,0.095238095,N,N,N,Tuesday,CHO,Validation,Y
Z54GNQ,17/06/2010,08/03/2011,22/09/2013,40,35,10,62.32,0.032292788,N,N,N,Wednesday,CHO,Estimation,N
9HMVH7,13/12/2008,13/12/2008,13/12/2008,0,0,0,11.25,0,N,N,N,Wednesday,CHO,Estimation,Y
JYBHXW,10/01/2010,07/09/2010,21/03/2012,0,0,0,59.25,0.017825312,N,N,N,Monday,CHO,Validation,Y
C9V4MT,29/01/2011,21/03/2011,20/05/2011,18,0,0,48.22,0.25,N,N,N,Friday,CHO,Estimation,N
88JEZ2,19/04/2011,27/09/2011,09/04/2012,29,100,0,50.35,0.015384615,Y,N,N,Tuesday,CHO,Holdout,NA
FB3GAM,30/09/2010,12/10/2011,03/11/2013,40,57.5,NA,90.62,0.009296149,Y,N,N,Wednesday,CHO,Validation,N
XZSUKT,30/08/2010,31/08/2010,31/08/2010,43,11.62790698,0,83.03,0,N,N,N,Tuesday,RIC,Estimation,N
NY4TW3,03/11/2009,04/11/2009,04/11/2009,0,0,0,91.1,0,N,N,N,Wednesday,CHO,Holdout,NA
JS4MBC,06/10/2010,07/10/2010,07/10/2010,37,64.86486486,8.108108108,144.31,0,N,N,N,Thursday,CHO,Estimation,N
99TK9F,24/06/2010,08/02/2011,28/10/2013,38,52.63157895,21.05263158,73.52,0.027190332,N,N,N,Tuesday,CHO,Holdout,NA
5YZ4UZ,22/03/2011,06/04/2011,18/04/2012,46,10.86956522,2.173913043,52.86,0.034391534,N,N,N,Wednesday,RIC,Holdout,NA
XJSFYQ,06/01/2011,08/03/2011,08/03/2011,0,0,0,44.53,0,N,N,N,Wednesday,RIC,Validation,Y
3QR9VM,07/09/2010,13/12/2010,10/06/2013,49,8.163265306,4.081632653,40.34,0.081318681,Y,N,N,Tuesday,CHO,Validation,N
RY25HC,29/07/2010,17/02/2013,19/01/2014,52,82.69230769,9.615384615,153.76,0.145833333,Y,Y,N,Monday,DCX,Estimation,N
LCTQVP,22/02/2011,05/07/2011,15/11/2012,44,9.090909091,2.272727273,84.37,0.006012024,N,N,N,Thursday,RIC,Validation,N
VGB2M5,20/11/2010,07/12/2010,27/11/2012,0,0,0,113.27,0.006934813,N,N,N,Tuesday,RIC,Validation,Y
C35J8F,08/01/2011,12/01/2011,02/11/2011,38,39.47368421,0,58.94,0.010204082,N,N,N,Wednesday,CHO,Holdout,NA
YYDXWL,09/11/2010,20/10/2013,11/11/2013,33,42.42424242,27.27272727,70.92,0.136363636,N,N,N,Tuesday,DCX,Validation,N
UTPC2U,08/10/2010,08/10/2010,08/10/2010,0,0,0,31.64,0,N,N,N,Thursday,RIC,Estimation,Y
DJREAZ,06/02/2011,05/03/2011,26/08/2011,40,32.5,0,126.37,0.011494253,N,N,N,Friday,RIC,Holdout,NA
7FE5T7,28/02/2011,01/07/2012,19/01/2014,60,36.66666667,1.666666667,112.45,0.088183422,Y,N,N,Monday,RIC,Validation,N
H3L4LY,15/11/2010,04/11/2011,04/11/2011,0,0,0,66.7,0,N,N,N,Friday,RIC,Holdout,NA
Y22C4M,04/12/2010,06/12/2010,06/12/2010,0,0,0,79.47,0,N,N,N,Monday,RIC,Estimation,Y
RSGREY,29/04/2010,05/05/2011,29/05/2012,0,0,0,97.24,0.105128205,N,N,N,Wednesday,CHO,Estimation,Y
HB9UA9,25/10/2010,12/12/2010,11/07/2011,48,4.166666667,2.083333333,51.34,0.018957346,N,N,N,Wednesday,RIC,Estimation,N
XSDMCQ,11/03/2010,23/03/2010,23/03/2010,0,0,NA,10.59,0,N,N,N,Friday,CHO,Estimation,Y
YZTLRZ,28/09/2010,16/05/2011,15/05/2013,1,0,0,71.37,0.020547945,Y,N,N,Monday,CHO,Estimation,Y
HPBZSK,03/07/2010,24/12/2012,22/12/2013,45,35.55555556,13.33333333,98.47,0.008264463,N,N,N,Thursday,CHO,Validation,N
NHVUPZ,05/08/2010,17/05/2011,15/03/2013,35,71.42857143,0,69.88,0.025449102,Y,N,N,Friday,RIC,Estimation,N
VFTJAL,03/08/2010,01/03/2011,19/11/2013,49,44.89795918,18.36734694,59.24,0.114688129,Y,N,N,Wednesday,CHO,Holdout,NA
BA9WF4,05/09/2010,07/03/2011,07/03/2011,0,0,0,102.65,0,N,N,N,Tuesday,CHO,Estimation,Y
9LGVXN,30/09/2010,03/09/2012,03/09/2012,0,0,0,23.7,0,N,N,N,Tuesday,CHO,Validation,Y
4E8TGD,24/02/2010,22/04/2010,22/04/2010,0,0,0,26.94,0,N,N,N,Thursday,CHO,Validation,Y
7PE6AR,12/07/2010,23/08/2011,04/12/2013,36,91.66666667,25,92.48,0.027577938,Y,N,N,Tuesday,CHO,Estimation,N
NJPHTE,03/05/2010,03/05/2010,03/05/2010,16,0,0,25.52,0,N,N,N,Friday,CHO,Estimation,N
TGWTW8,24/11/2009,29/11/2009,29/11/2009,16,0,0,15.48,0,N,N,N,Monday,CHO,Holdout,NA
M6PGMB,03/04/2011,18/04/2011,19/01/2014,46,80.43478261,15.2173913,80.94,0.138033764,Y,N,N,Tuesday,CHO,Estimation,N
VVH4YT,17/06/2009,11/09/2012,05/11/2013,44,18.18181818,NA,62.94,0.014285714,N,N,N,Tuesday,CHO,Estimation,N
4HABM2,04/01/2011,24/02/2011,29/08/2011,0,0,0,91.45,0.112903226,N,N,N,Tuesday,CHO,Validation,Y
HD7NQU,31/08/2010,31/08/2010,01/10/2013,0,0,0,36.31,0.00621118,N,N,N,Wednesday,CHO,Holdout,NA
5D8M6S,11/11/2009,11/10/2013,11/10/2013,36,0,0,40.02,0,N,Y,N,Monday,CHO,Validation,N
C3D4QG,24/11/2010,09/04/2012,09/04/2012,40,10,2.5,52.28,0,N,N,N,Tuesday,RIC,Holdout,NA
T59R2Q,03/04/2011,06/04/2011,17/11/2011,0,0,0,57.52,0.106666667,Y,N,N,Thursday,CHO,Validation,Y
Y3EBM4,08/12/2010,08/09/2013,08/09/2013,37,8.108108108,2.702702703,40.02,0,N,N,N,Tuesday,RIC,Estimation,N
HAQYHL,23/09/2010,23/01/2011,22/11/2013,50,30,8,77.21,0.022243714,N,N,N,Tuesday,CHO,Estimation,N
YDP7LU,17/09/2009,17/09/2009,17/09/2009,43,9.302325581,0,25.54,0,N,N,N,Thursday,CHO,Estimation,N
78EJ95,04/12/2009,04/12/2009,04/12/2009,16,0,0,10.84,0,N,N,N,Monday,CHO,Validation,N
X2K9MM,10/02/2011,21/02/2011,16/11/2012,47,4.255319149,2.127659574,143.94,0.014195584,N,N,N,Tuesday,RIC,Holdout,NA
8KXDU9,09/01/2010,27/01/2010,21/04/2011,0,0,0,105.61,0.006681514,N,N,N,Thursday,CHO,Validation,Y
GJFZFD,22/07/2009,07/07/2010,16/01/2014,44,52.27272727,15.90909091,48.95,0.134212568,Y,N,N,Thursday,CHO,Validation,N
3WU4K3,15/11/2009,14/01/2011,31/03/2013,44,6.818181818,6.818181818,62.95,0.002478315,N,N,N,Monday,CHO,Estimation,N
H5KJWT,09/11/2010,26/09/2013,26/09/2013,43,6.976744186,0,63.36,0,N,N,N,Friday,RIC,Holdout,NA
GJ3JA,18/04/2011,11/05/2011,24/11/2013,48,18.75,0,122.32,0.090517241,N,N,N,Friday,CHO,Validation,N
GFJ5ND,10/12/2010,07/02/2011,29/03/2012,0,0,0,50.11,0.03125,N,N,N,Tuesday,CHO,Estimation,Y
3AYRK7,24/06/2010,24/06/2010,24/06/2010,0,0,0,64.25,0,N,N,N,Thursday,CHO,Estimation,Y
76LYZC,05/01/2010,16/01/2010,06/04/2010,0,0,0,100.9,0.0875,N,N,N,Tuesday,CHO,Holdout,NA
YGQ6U8,09/02/2010,09/02/2010,09/02/2010,16,0,0,30.6,0,N,N,N,Wednesday,CHO,Estimation,N
ECZHGM,24/08/2010,14/09/2010,01/03/2012,41,39.02439024,0,41.39,0.011235955,Y,N,N,Wednesday,CHO,Estimation,N
9W38NT,04/02/2010,04/02/2010,04/02/2010,0,0,0,53.17,0,N,N,N,Friday,CHO,Holdout,NA
FDJN5T,28/04/2010,04/11/2010,04/11/2010,43,6.976744186,0,143.08,0,N,N,N,Thursday,CHO,Estimation,N
3DFKSX,16/11/2009,15/02/2010,15/02/2010,16,0,0,49.66,0,N,N,N,Monday,CHO,Validation,N
HTQWKM,12/04/2011,20/04/2011,20/04/2011,0,0,0,34.14,0,N,N,N,Thursday,RIC,Validation,Y
QHYLTG,26/05/2010,26/05/2010,19/01/2011,46,6.52173913,6.52173913,56.98,0.025210084,N,N,N,Tuesday,CHO,Estimation,N
JVU2AH,29/09/2009,03/03/2011,08/10/2012,0,0,0,51.73,0.075213675,N,N,N,Tuesday,CHO,Estimation,Y
4DEM7M,16/06/2010,23/03/2011,20/11/2011,18,44.44444444,0,126.18,0.082644628,Y,N,N,Thursday,CHO,Estimation,Y
93KACP,06/05/2010,06/05/2010,29/10/2013,39,71.79487179,10.25641026,81.23,0.044025157,Y,N,N,Tuesday,CHO,Estimation,N
MWGUXQ,29/09/2010,29/09/2010,11/12/2013,53,7.547169811,0,81.32,0.011976048,N,N,N,Friday,RIC,Holdout,NA
8WZ8A8,06/02/2009,10/02/2009,10/02/2009,0,0,0,31.92,0,N,N,N,Tuesday,CHO,Validation,Y
FMEFZ7,16/11/2009,03/02/2010,16/11/2010,18,0,0,247.34,0.115384615,N,N,N,Wednesday,CHO,Validation,N
FFWE4U,10/04/2009,10/04/2009,14/05/2009,16,0,0,13,0.058823529,N,N,N,Friday,CHO,Estimation,N
Q7ACMY,06/01/2011,06/01/2011,06/01/2011,16,0,0,58.46,0,N,N,N,Thursday,RIC,Validation,N
QADEQT,24/08/2009,24/01/2010,08/01/2014,51,9.803921569,7.843137255,59.07,0.056055363,N,N,N,Monday,CHO,Validation,N
89SJHQ,22/01/2011,24/01/2013,18/08/2013,38,52.63157895,2.631578947,121.99,0.009708738,N,N,N,Thursday,RIC,Validation,N
23PPYZ,27/08/2010,11/09/2010,25/09/2010,47,0,0,59.12,0.357142857,N,N,N,Monday,CHO,Holdout,NA
YUSMJX,30/08/2010,31/08/2010,31/08/2010,44,6.818181818,0,92.64,0,N,N,N,Tuesday,CHO,Holdout,NA
S7DA6V,07/07/2010,23/08/2010,26/11/2012,47,0,0,64.18,0.015738499,N,N,N,Monday,CHO,Holdout,NA
2U2U5N,28/12/2010,20/04/2011,10/09/2012,44,11.36363636,2.272727273,115.62,0.043222004,N,N,N,Wednesday,CHO,Validation,N
WJ6TZ6,17/11/2009,21/04/2010,05/06/2012,0,0,0,77.14,0.00257732,Y,N,N,Thursday,CHO,Estimation,Y
2MFZ2Z,02/02/2011,19/04/2011,20/08/2011,18,0,0,132.15,0.06504065,N,N,N,Tuesday,CHO,Validation,N
NNERCU,06/03/2011,06/03/2011,06/03/2011,0,0,0,97.81,0,N,N,N,Monday,RIC,Estimation,Y
BJHU3P,26/08/2010,23/05/2011,05/11/2013,44,34.09090909,2.272727273,85.14,0.013377926,N,N,N,Thursday,CHO,Estimation,N
53GLNJ,19/05/2010,08/07/2010,26/12/2011,37,48.64864865,2.702702703,75.56,0.029850746,N,N,N,Friday,CHO,Validation,N
CSTPVM,15/11/2009,28/12/2009,08/07/2013,41,29.26829268,7.317073171,27.57,0.052018634,Y,N,N,Monday,DCX,Holdout,NA
MZWZKN,02/03/2010,02/03/2010,02/03/2010,43,18.60465116,NA,68.47,0,N,N,N,Thursday,CHO,Estimation,N
YWQWA6,31/12/2010,11/09/2011,11/09/2011,44,4.545454545,0,52.77,0,N,N,N,Monday,CHO,Holdout,NA
CAG6MN,09/02/2011,24/02/2011,05/05/2011,45,0,0,71.37,0.042857143,N,N,N,Friday,CHO,Holdout,NA
